,ligand,receptor,novel,species
6864,SCGB1C1,P2RY10,LR,Human
6865,SCGB1C1,P2RY2,LR,Human
6866,SCGB1C1,P2RY4,LR,Human
6867,SCGB1C1,P2RY6,L,Human
6868,SCGB1C1,P2RY8,LR,Human
6869,SCGB1C1,PTAFR,LR,Human
6870,SCGB1C1,S1PR2,L,Human
6871,SCGB1C2,CHRM2,L,Human
6872,SCGB1C2,DRD3,L,Human
6873,SCGB1C2,FFAR3,LR,Human
6874,SCGB1C2,GPER1,LR,Human
6875,SCGB1C2,GPR15,LR,Human
6876,SCGB1C2,GPR17,LR,Human
6877,SCGB1C2,GPR174,LR,Human
6878,SCGB1C2,GPR183,LR,Human
6879,SCGB1C2,GPR4,LR,Human
6880,SCGB1C2,GPR87,LR,Human
6881,SCGB1C2,GRM2,L,Human
6882,SCGB1C2,LPAR5,LR,Human
6883,SCGB1C2,LTB4R,LR,Human
6884,SCGB1C2,P2RY1,LR,Human
6885,SCGB1C2,P2RY2,LR,Human
6886,SCGB1C2,P2RY4,LR,Human
6887,SCGB1C2,P2RY6,L,Human
6888,SCGB1C2,P2RY8,LR,Human
6889,SCGB1C2,PTAFR,LR,Human
6890,SCGB1C2,S1PR2,L,Human
6891,SCGB1D1,CHRM2,L,Human
6892,SCGB1D1,DRD3,L,Human
6893,SCGB1D1,FFAR3,LR,Human
6894,SCGB1D1,GPER1,LR,Human
6895,SCGB1D1,GPR132,LR,Human
6896,SCGB1D1,GPR15,LR,Human
6897,SCGB1D1,GPR17,LR,Human
6898,SCGB1D1,GPR174,LR,Human
6899,SCGB1D1,GPR183,LR,Human
6900,SCGB1D1,GPR4,LR,Human
6901,SCGB1D1,GPR87,LR,Human
6902,SCGB1D1,LPAR5,LR,Human
6903,SCGB1D1,LTB4R,LR,Human
6904,SCGB1D1,LTB4R2,LR,Human
6905,SCGB1D1,P2RY1,LR,Human
6906,SCGB1D1,P2RY2,LR,Human
6907,SCGB1D1,P2RY4,LR,Human
6908,SCGB1D1,P2RY6,L,Human
6909,SCGB1D1,P2RY8,LR,Human
6910,SCGB1D1,PTAFR,LR,Human
6911,SCGB1D2,ADRA1B,L,Human
6912,SCGB1D2,CASR,L,Human
6913,SCGB1D2,CD180,L,Human
6914,SCGB1D2,CHRM2,L,Human
6915,SCGB1D2,CHRM5,L,Human
6916,SCGB1D2,CYSLTR2,LR,Human
6917,SCGB1D2,DRD1,L,Human
6918,SCGB1D2,DRD3,L,Human
6919,SCGB1D2,DRD5,L,Human
6920,SCGB1D2,FFAR3,LR,Human
6921,SCGB1D2,FFAR4,LR,Human
6922,SCGB1D2,GPER1,LR,Human
6923,SCGB1D2,GPR132,LR,Human
6924,SCGB1D2,GPR15,LR,Human
6925,SCGB1D2,GPR17,LR,Human
6926,SCGB1D2,GPR174,LR,Human
6927,SCGB1D2,GPR183,LR,Human
6928,SCGB1D2,GPR3,LR,Human
6929,SCGB1D2,GPR34,LR,Human
6930,SCGB1D2,GPR4,LR,Human
6931,SCGB1D2,GPR83,L,Human
6932,SCGB1D2,GPR87,LR,Human
6933,SCGB1D2,GRM2,L,Human
6934,SCGB1D2,LPAR5,LR,Human
6935,SCGB1D2,LTB4R,LR,Human
6936,SCGB1D2,LTB4R2,LR,Human
6937,SCGB1D2,NPY4R2,LR,Human
6938,SCGB1D2,OPN3,LR,Human
6939,SCGB1D2,P2RY1,LR,Human
6940,SCGB1D2,P2RY10,LR,Human
6941,SCGB1D2,P2RY11,LR,Human
6942,SCGB1D2,P2RY2,LR,Human
6943,SCGB1D2,P2RY4,LR,Human
6944,SCGB1D2,P2RY6,L,Human
6945,SCGB1D2,P2RY8,LR,Human
6946,SCGB1D2,PTAFR,LR,Human
6947,SCGB1D2,S1PR2,L,Human
6948,SCGB1D2,TLR10,LR,Human
6949,SCGB1D4,CHRM2,L,Human
6950,SCGB1D4,DRD3,L,Human
6951,SCGB1D4,FFAR3,LR,Human
6952,SCGB1D4,GPER1,LR,Human
6953,SCGB1D4,GPR132,LR,Human
6954,SCGB1D4,GPR15,LR,Human
6955,SCGB1D4,GPR17,LR,Human
6956,SCGB1D4,GPR174,LR,Human
6957,SCGB1D4,GPR183,LR,Human
6958,SCGB1D4,GPR34,LR,Human
6959,SCGB1D4,GPR4,LR,Human
6960,SCGB1D4,GPR87,LR,Human
6961,SCGB1D4,GRM2,L,Human
6962,SCGB1D4,LPAR5,LR,Human
6963,SCGB1D4,LTB4R,LR,Human
6964,SCGB1D4,LTB4R2,LR,Human
6965,SCGB1D4,P2RY1,LR,Human
6966,SCGB1D4,P2RY10,LR,Human
6967,SCGB1D4,P2RY2,LR,Human
6968,SCGB1D4,P2RY4,LR,Human
6969,SCGB1D4,P2RY6,L,Human
6970,SCGB1D4,P2RY8,LR,Human
6971,SCGB1D4,PTAFR,LR,Human
6972,SCGB1D4,S1PR2,L,Human
6973,SCGB2A1,CHRM2,L,Human
6974,SCGB2A1,CHRM5,L,Human
6975,SCGB2A1,DRD3,L,Human
6976,SCGB2A1,FFAR3,LR,Human
6977,SCGB2A1,GPER1,LR,Human
6978,SCGB2A1,GPR132,LR,Human
6979,SCGB2A1,GPR15,LR,Human
6980,SCGB2A1,GPR17,LR,Human
6981,SCGB2A1,GPR174,LR,Human
6982,SCGB2A1,GPR183,LR,Human
6983,SCGB2A1,GPR34,LR,Human
6984,SCGB2A1,GPR4,LR,Human
6985,SCGB2A1,GPR87,LR,Human
6986,SCGB2A1,GRM2,L,Human
6987,SCGB2A1,LPAR5,LR,Human
6988,SCGB2A1,LTB4R,LR,Human
6989,SCGB2A1,LTB4R2,LR,Human
6990,SCGB2A1,P2RY1,LR,Human
6991,SCGB2A1,P2RY10,LR,Human
6992,SCGB2A1,P2RY2,LR,Human
6993,SCGB2A1,P2RY4,LR,Human
6994,SCGB2A1,P2RY6,L,Human
6995,SCGB2A1,P2RY8,LR,Human
6996,SCGB2A1,PTAFR,LR,Human
6997,SCGB2A1,S1PR2,L,Human
6998,SCGB2A2,CHRM2,L,Human
6999,SCGB2A2,GPER1,LR,Human
7000,SCGB2A2,GRM2,L,Human
7001,SCGB2A2,P2RY1,LR,Human
7002,SCGB2A2,P2RY2,LR,Human
7003,SCGB2A2,P2RY4,LR,Human
7004,SCGB2A2,P2RY8,LR,Human
7005,SCGB2A2,S1PR2,L,Human
7006,SCGB2B2,GPER1,LR,Human
7007,SCGB2B2,P2RY1,LR,Human
7008,SCGB2B2,P2RY2,LR,Human
7009,SCGB2B2,P2RY4,LR,Human
7010,SCGB2B2,P2RY8,LR,Human
7011,SCRG1,FFAR3,LR,Human
7012,SCRG1,GPER1,LR,Human
7013,SCRG1,GPR15,LR,Human
7014,SCRG1,GPR17,LR,Human
7015,SCRG1,GPR174,LR,Human
7016,SCRG1,GPR183,LR,Human
7017,SCRG1,GPR4,LR,Human
7018,SCRG1,GPR87,LR,Human
7019,SCRG1,LPAR5,LR,Human
7020,SCRG1,LTB4R,LR,Human
7021,SCRG1,LTB4R2,LR,Human
7022,SCRG1,P2RY1,LR,Human
7023,SCRG1,P2RY2,LR,Human
7024,SCRG1,P2RY4,LR,Human
7025,SCRG1,P2RY6,L,Human
7026,SCRG1,P2RY8,LR,Human
7027,SCRG1,PTAFR,LR,Human
7028,SCRG1,S1PR2,L,Human
7029,SDCBP,ADGRL3,LR,Human
7030,SDCBP,ADRA1B,L,Human
7031,SDCBP,ADRA2C,L,Human
7032,SDCBP,CHRM2,L,Human
7033,SDCBP,DRD5,L,Human
7034,SDCBP,DSCAML1,LR,Human
7035,SDCBP,GPER1,LR,Human
7036,SDCBP,GRM2,L,Human
7037,SDCBP,INSRR,LR,Human
7038,SDCBP,LRP1B,L,Human
7039,SDCBP,NFASC,L,Human
7040,SDCBP,PTPRD,L,Human
7041,SDCBP,S1PR2,L,Human
7042,SDCBP,SDK1,LR,Human
7043,SDCBP,SDK2,L,Human
7044,SEMG1,INSRR,LR,Human
7045,SEMG1,LRP1B,L,Human
7046,SFRP4,ADGRL3,LR,Human
7047,SFRP4,GRM2,L,Human
7048,SFRP4,INSRR,LR,Human
7049,SFRP4,LRP1B,L,Human
7050,SFRP4,NFASC,L,Human
7051,SFRP4,SDK2,L,Human
7052,SFRP5,ADGRL3,R,Human
7053,SFRP5,DSCAML1,R,Human
7054,SFRP5,INSRR,R,Human
7055,SLURP2,FFAR3,R,Human
7056,SLURP2,GPER1,R,Human
7057,SLURP2,GPR132,R,Human
7058,SLURP2,GPR15,R,Human
7059,SLURP2,GPR17,R,Human
7060,SLURP2,GPR174,R,Human
7061,SLURP2,GPR183,R,Human
7062,SLURP2,GPR3,R,Human
7063,SLURP2,GPR4,R,Human
7064,SLURP2,GPR87,R,Human
7065,SLURP2,LPAR5,R,Human
7066,SLURP2,LTB4R,R,Human
7067,SLURP2,LTB4R2,R,Human
7068,SLURP2,P2RY1,R,Human
7069,SLURP2,P2RY2,R,Human
7070,SLURP2,P2RY4,R,Human
7071,SLURP2,P2RY8,R,Human
7072,SLURP2,PTAFR,R,Human
7073,SMIM20,GPER1,LR,Human
7074,SMIM20,P2RY1,LR,Human
7075,SOGA1,ADGRL3,LR,Human
7076,SOGA1,INSRR,LR,Human
7077,SOGA1,LRP1B,L,Human
7078,SOGA1,NFASC,L,Human
7079,SOGA1,PTPRD,L,Human
7080,SOGA1,SDK2,L,Human
7081,SPACA5,CHRM2,L,Human
7082,SPACA5,GPER1,LR,Human
7083,SPACA5,GRM2,L,Human
7084,SPACA5,P2RY1,LR,Human
7085,SPACA5,P2RY2,LR,Human
7086,SPACA5,P2RY4,LR,Human
7087,SPACA5,P2RY8,LR,Human
7088,SPACA5,S1PR2,L,Human
7089,SPAG11A,GPER1,LR,Human
7090,SPAG11A,GRM2,L,Human
7091,SPAG11A,P2RY1,LR,Human
7092,SPAG11A,P2RY4,LR,Human
7093,SPAG11A,P2RY8,LR,Human
7094,SPAG11B,GPER1,LR,Human
7095,SPAG11B,GRM2,L,Human
7096,SPAG11B,P2RY1,LR,Human
7097,SPAG11B,P2RY4,LR,Human
7098,SPAG11B,P2RY8,LR,Human
7099,SPARC,ADGRL3,R,Human
7100,SPARC,DSCAML1,R,Human
7101,SPARC,INSRR,R,Human
7102,SPATA6,ADGRL3,LR,Human
7103,SPATA6,INSRR,LR,Human
7104,SPATA6,LRP1B,L,Human
7105,SPATA6,NFASC,L,Human
7106,SPINK13,GPER1,LR,Human
7107,SPINK13,GRM2,L,Human
7108,SPINK13,LTB4R2,LR,Human
7109,SPINK13,P2RY1,LR,Human
7110,SPINK13,P2RY2,LR,Human
7111,SPINK13,P2RY4,LR,Human
7112,SPINK13,P2RY8,LR,Human
7113,SPINK13,S1PR2,L,Human
7114,SPINK14,CHRM2,L,Human
7115,SPINK14,DRD3,L,Human
7116,SPINK14,FFAR3,LR,Human
7117,SPINK14,GPER1,LR,Human
7118,SPINK14,GPR132,LR,Human
7119,SPINK14,GPR15,LR,Human
7120,SPINK14,GPR17,LR,Human
7121,SPINK14,GPR174,LR,Human
7122,SPINK14,GPR183,LR,Human
7123,SPINK14,GPR3,LR,Human
7124,SPINK14,GPR4,LR,Human
7125,SPINK14,GPR87,LR,Human
7126,SPINK14,GRM2,L,Human
7127,SPINK14,GRM6,LR,Human
7128,SPINK14,LPAR5,LR,Human
7129,SPINK14,LTB4R,LR,Human
7130,SPINK14,LTB4R2,LR,Human
7131,SPINK14,P2RY1,LR,Human
7132,SPINK14,P2RY2,LR,Human
7133,SPINK14,P2RY4,LR,Human
7134,SPINK14,P2RY6,L,Human
7135,SPINK14,P2RY8,LR,Human
7136,SPINK14,PTAFR,LR,Human
7137,SPINK14,S1PR2,L,Human
7138,SPINK4,CHRM2,L,Human
7139,SPINK4,GPER1,LR,Human
7140,SPINK4,GPR132,LR,Human
7141,SPINK4,GPR17,LR,Human
7142,SPINK4,GPR4,LR,Human
7143,SPINK4,GPR87,LR,Human
7144,SPINK4,GRM2,L,Human
7145,SPINK4,LPAR5,LR,Human
7146,SPINK4,LTB4R,LR,Human
7147,SPINK4,LTB4R2,LR,Human
7148,SPINK4,P2RY1,LR,Human
7149,SPINK4,P2RY2,LR,Human
7150,SPINK4,P2RY4,LR,Human
7151,SPINK4,P2RY6,L,Human
7152,SPINK4,P2RY8,LR,Human
7153,SPINK4,S1PR2,L,Human
7154,SPINK7,GPER1,LR,Human
7155,SPINK7,P2RY1,LR,Human
7156,SPINK7,P2RY2,LR,Human
7157,SPINK7,P2RY4,LR,Human
7158,SPINK7,P2RY8,LR,Human
7159,SPINK8,CD180,L,Human
7160,SPINK8,GPER1,LR,Human
7161,SPINK8,GPR15,LR,Human
7162,SPINK8,GPR17,LR,Human
7163,SPINK8,GPR3,LR,Human
7164,SPINK8,GPR4,LR,Human
7165,SPINK8,GPR87,LR,Human
7166,SPINK8,GRM2,L,Human
7167,SPINK8,INSRR,LR,Human
7168,SPINK8,LPAR5,LR,Human
7169,SPINK8,LRP1B,L,Human
7170,SPINK8,LTB4R,LR,Human
7171,SPINK8,LTB4R2,LR,Human
7172,SPINK8,P2RY1,LR,Human
7173,SPINK8,P2RY2,LR,Human
7174,SPINK8,P2RY4,LR,Human
7175,SPINK8,P2RY6,L,Human
7176,SPINK8,P2RY8,LR,Human
7177,SPINK8,S1PR2,L,Human
7178,SPINK9,CHRM2,L,Human
7179,SPINK9,DRD3,L,Human
7180,SPINK9,GPER1,LR,Human
7181,SPINK9,GRM2,L,Human
7182,SPINK9,LTB4R2,LR,Human
7183,SPINK9,P2RY1,LR,Human
7184,SPINK9,P2RY2,LR,Human
7185,SPINK9,P2RY4,LR,Human
7186,SPINK9,P2RY8,LR,Human
7187,SPINK9,S1PR2,L,Human
7188,SPINT3,GPER1,LR,Human
7189,SPINT3,GRM2,L,Human
7190,SPINT3,LTB4R2,LR,Human
7191,SPINT3,P2RY1,LR,Human
7192,SPINT3,P2RY2,LR,Human
7193,SPINT3,P2RY4,LR,Human
7194,SPINT3,P2RY8,LR,Human
7195,SPINT3,S1PR2,L,Human
7196,SPOCK2,ADGRL3,LR,Human
7197,SPOCK2,DSCAML1,LR,Human
7198,SPOCK2,INSRR,LR,Human
7199,SPOCK2,LRP1B,L,Human
7200,SPOCK2,NFASC,L,Human
7201,SPOCK2,PTPRD,L,Human
7202,SPOCK2,SDK2,L,Human
7203,SRGN,GPER1,R,Human
7204,SRGN,GRM6,R,Human
7205,SRGN,P2RY1,R,Human
7206,SRGN,P2RY2,R,Human
7207,SRGN,P2RY4,R,Human
7208,SRGN,P2RY8,R,Human
7209,SSPOP,INSRR,LR,Human
7210,SSPOP,LRP1B,L,Human
7211,STATH,ADRA1B,L,Human
7212,STATH,CASR,L,Human
7213,STATH,CD180,L,Human
7214,STATH,CHRM2,L,Human
7215,STATH,CHRM5,L,Human
7216,STATH,DRD3,L,Human
7217,STATH,FFAR3,LR,Human
7218,STATH,GPER1,LR,Human
7219,STATH,GPR132,LR,Human
7220,STATH,GPR15,LR,Human
7221,STATH,GPR17,LR,Human
7222,STATH,GPR174,LR,Human
7223,STATH,GPR183,LR,Human
7224,STATH,GPR34,LR,Human
7225,STATH,GPR4,LR,Human
7226,STATH,GPR87,LR,Human
7227,STATH,GRM2,L,Human
7228,STATH,GRM6,LR,Human
7229,STATH,GRM8,L,Human
7230,STATH,INSRR,LR,Human
7231,STATH,LPAR5,LR,Human
7232,STATH,LTB4R,LR,Human
7233,STATH,LTB4R2,LR,Human
7234,STATH,P2RY1,LR,Human
7235,STATH,P2RY2,LR,Human
7236,STATH,P2RY4,LR,Human
7237,STATH,P2RY6,L,Human
7238,STATH,P2RY8,LR,Human
7239,STATH,PTAFR,LR,Human
7240,STATH,S1PR2,L,Human
7241,STATH,TLR10,LR,Human
7242,STC1,INSRR,LR,Human
7243,STC1,LRP1B,L,Human
7244,STC2,INSRR,LR,Human
7245,STC2,LRP1B,L,Human
7246,STRCP1,INSRR,LR,Human
7247,STRCP1,LRP1B,L,Human
7248,SVBP,ADGRL3,LR,Human
7249,SVBP,CHRM2,L,Human
7250,SVBP,CHRM5,L,Human
7251,SVBP,DRD5,L,Human
7252,SVBP,GPER1,LR,Human
7253,SVBP,GRM2,L,Human
7254,SVBP,GRM6,LR,Human
7255,SVBP,GRM8,L,Human
7256,SVBP,INSRR,LR,Human
7257,SVBP,LRP1B,L,Human
7258,SVBP,NFASC,L,Human
7259,SVBP,P2RY1,LR,Human
7260,SVBP,PTPRD,L,Human
7261,SVBP,S1PR2,L,Human
7262,SVBP,SDK1,LR,Human
7263,SVBP,SDK2,L,Human
7264,TAFA3,ADGRL3,LR,Human
7265,TAFA3,INSRR,LR,Human
7266,TAFA3,LRP1B,L,Human
7267,TAFA3,NFASC,L,Human
7268,TAFA4,ADGRL3,R,Human
7269,TAFA4,INSRR,R,Human
7270,TFPI2,INSRR,LR,Human
7271,TFPI2,LRP1B,L,Human
7272,THEM6,GPER1,LR,Human
7273,THEM6,P2RY1,LR,Human
7274,THEM6,P2RY4,LR,Human
7275,THNSL2,GPER1,LR,Human
7276,THNSL2,P2RY1,LR,Human
7277,THNSL2,P2RY4,LR,Human
7278,TIMP4,ADGRL3,LR,Human
7279,TIMP4,GPER1,LR,Human
7280,TIMP4,GRM2,L,Human
7281,TIMP4,INSRR,LR,Human
7282,TIMP4,LRP1B,L,Human
7283,TIMP4,NFASC,L,Human
7284,TIMP4,P2RY4,LR,Human
7285,TIMP4,P2RY8,LR,Human
7286,TIMP4,PTPRD,L,Human
7287,TIMP4,S1PR2,L,Human
7288,TIMP4,SDK2,L,Human
7289,TMEM25,ADGRL3,LR,Human
7290,TMEM25,INSRR,LR,Human
7291,TMEM25,LRP1B,L,Human
7292,TMEM25,NFASC,L,Human
7293,TMEM25,PTPRD,L,Human
7294,TMEM25,SDK2,L,Human
7295,TUB,ADGRL3,LR,Human
7296,TUB,INSRR,LR,Human
7297,TUB,LRP1B,L,Human
7298,TUB,NFASC,L,Human
7299,TUB,PTPRD,L,Human
7300,TULP1,ADGRL3,LR,Human
7301,TULP1,DSCAML1,LR,Human
7302,TULP1,INSRR,LR,Human
7303,TULP1,LRP1B,L,Human
7304,TULP1,NFASC,L,Human
7305,TULP1,PTPRD,L,Human
7306,TULP1,SDK1,LR,Human
7307,TULP1,SDK2,L,Human
7308,TULP2,ADGRL3,LR,Human
7309,TULP2,INSRR,LR,Human
7310,TULP2,LRP1B,L,Human
7311,TULP2,PTPRD,L,Human
7312,TULP3,ADGRL3,LR,Human
7313,TULP3,INSRR,LR,Human
7314,TULP3,LRP1B,L,Human
7315,TULP3,NFASC,L,Human
7316,TULP3,PTPRD,L,Human
7317,UCMA,CHRM2,L,Human
7318,UCMA,GPER1,LR,Human
7319,UCMA,GPR87,LR,Human
7320,UCMA,GRM2,L,Human
7321,UCMA,GRM6,LR,Human
7322,UCMA,P2RY1,LR,Human
7323,UCMA,P2RY2,LR,Human
7324,UCMA,P2RY4,LR,Human
7325,UCMA,P2RY8,LR,Human
7326,UCMA,S1PR2,L,Human
7327,UNQ6126/PRO20091,GPER1,LR,Human
7328,UNQ6190/PRO20217,ADGRL3,LR,Human
7329,UNQ6190/PRO20217,INSRR,LR,Human
7330,UNQ6190/PRO20217,LRP1B,L,Human
7331,UNQ6190/PRO20217,NFASC,L,Human
7332,UNQ9165/PRO28630,GPER1,LR,Human
7333,UNQ9165/PRO28630,GRM2,L,Human
7334,VASH1,GPER1,LR,Human
7335,VASH1,S1PR2,L,Human
7336,VASH2,GPER1,LR,Human
7337,VASH2,S1PR2,L,Human
7338,VASN,ADGRL3,LR,Human
7339,VASN,INSRR,LR,Human
7340,VASN,LRP1B,L,Human
7341,VASN,MEGF11,LR,Human
7342,VASN,MRC1,L,Human
7343,VASN,NFASC,L,Human
7344,VASN,PTPRD,L,Human
7345,VASN,SDK1,LR,Human
7346,VASN,SDK2,L,Human
7347,VASN,STAB1,L,Human
7348,VSTM2A,ADGRL3,LR,Human
7349,VSTM2A,DSCAML1,LR,Human
7350,VSTM2A,INSRR,LR,Human
7351,VSTM2A,LRP1B,L,Human
7352,VSTM2A,NFASC,L,Human
7353,VSTM2A,PTPRD,L,Human
7354,VSTM2A,SDK1,LR,Human
7355,VSTM2A,SDK2,L,Human
7356,VSTM4,ADGRL3,LR,Human
7357,VSTM4,INSRR,LR,Human
7358,VSTM4,LRP1B,L,Human
7359,VSTM4,NFASC,L,Human
7360,VSTM4,PTPRD,L,Human
7361,VWA1,ADGRL3,LR,Human
7362,VWA1,INSRR,LR,Human
7363,VWA1,LRP1B,L,Human
7364,VWA1,NFASC,L,Human
7365,VWA1,PTPRD,L,Human
7366,VWA1,SDK1,LR,Human
7367,VWA1,SDK2,L,Human
7368,VWA2,INSRR,LR,Human
7369,VWA2,LRP1B,L,Human
7370,VWC2,ADGRL3,LR,Human
7371,VWC2,DSCAML1,LR,Human
7372,VWC2,INSRR,LR,Human
7373,VWC2,LRP1B,L,Human
7374,VWC2,NFASC,L,Human
7375,VWC2,PTPRD,L,Human
7376,VWC2,SDK1,LR,Human
7377,VWC2,SDK2,L,Human
7378,VWC2L,INSRR,LR,Human
7379,VWC2L,LRP1B,L,Human
7380,VWCE,INSRR,LR,Human
7381,VWCE,LRP1B,L,Human
7382,WFDC10A,GPER1,LR,Human
7383,WFDC10A,GPR17,LR,Human
7384,WFDC10A,GPR4,LR,Human
7385,WFDC10A,GRM2,L,Human
7386,WFDC10A,GRM6,LR,Human
7387,WFDC10A,LPAR5,LR,Human
7388,WFDC10A,LTB4R,LR,Human
7389,WFDC10A,LTB4R2,LR,Human
7390,WFDC10A,P2RY1,LR,Human
7391,WFDC10A,P2RY2,LR,Human
7392,WFDC10A,P2RY4,LR,Human
7393,WFDC10A,P2RY6,L,Human
7394,WFDC10A,P2RY8,LR,Human
7395,WFDC10A,S1PR2,L,Human
7396,WFDC10B,CD180,L,Human
7397,WFDC10B,CHRM2,L,Human
7398,WFDC10B,CYSLTR2,LR,Human
7399,WFDC10B,DRD3,L,Human
7400,WFDC10B,FFAR3,LR,Human
7401,WFDC10B,FFAR4,LR,Human
7402,WFDC10B,GPER1,LR,Human
7403,WFDC10B,GPR132,LR,Human
7404,WFDC10B,GPR15,LR,Human
7405,WFDC10B,GPR17,LR,Human
7406,WFDC10B,GPR174,LR,Human
7407,WFDC10B,GPR183,LR,Human
7408,WFDC10B,GPR3,LR,Human
7409,WFDC10B,GPR34,LR,Human
7410,WFDC10B,GPR4,LR,Human
7411,WFDC10B,GPR87,LR,Human
7412,WFDC10B,GRM2,L,Human
7413,WFDC10B,GRM6,LR,Human
7414,WFDC10B,GRM8,L,Human
7415,WFDC10B,LPAR5,LR,Human
7416,WFDC10B,LTB4R,LR,Human
7417,WFDC10B,LTB4R2,LR,Human
7418,WFDC10B,P2RY1,LR,Human
7419,WFDC10B,P2RY10,LR,Human
7420,WFDC10B,P2RY11,LR,Human
7421,WFDC10B,P2RY2,LR,Human
7422,WFDC10B,P2RY4,LR,Human
7423,WFDC10B,P2RY6,L,Human
7424,WFDC10B,P2RY8,LR,Human
7425,WFDC10B,PTAFR,LR,Human
7426,WFDC10B,S1PR2,L,Human
7427,WFDC10B,TLR10,LR,Human
7428,WFDC11,GPER1,LR,Human
7429,WFDC11,GPR17,LR,Human
7430,WFDC11,GPR4,LR,Human
7431,WFDC11,LPAR5,LR,Human
7432,WFDC11,LTB4R2,LR,Human
7433,WFDC11,P2RY1,LR,Human
7434,WFDC11,P2RY2,LR,Human
7435,WFDC11,P2RY4,LR,Human
7436,WFDC11,P2RY6,L,Human
7437,WFDC11,P2RY8,LR,Human
7438,WFDC13,CHRM2,L,Human
7439,WFDC13,FFAR3,LR,Human
7440,WFDC13,GPER1,LR,Human
7441,WFDC13,GPR17,LR,Human
7442,WFDC13,GPR3,LR,Human
7443,WFDC13,GPR4,LR,Human
7444,WFDC13,GPR87,LR,Human
7445,WFDC13,GRM2,L,Human
7446,WFDC13,GRM6,LR,Human
7447,WFDC13,LPAR5,LR,Human
7448,WFDC13,LTB4R,LR,Human
7449,WFDC13,LTB4R2,LR,Human
7450,WFDC13,P2RY1,LR,Human
7451,WFDC13,P2RY2,LR,Human
7452,WFDC13,P2RY4,LR,Human
7453,WFDC13,P2RY6,L,Human
7454,WFDC13,P2RY8,LR,Human
7455,WFDC13,S1PR2,L,Human
7456,WFDC2,INSRR,LR,Human
7457,WFDC2,LRP1B,L,Human
7458,WFDC9,CD180,L,Human
7459,WFDC9,CHRM2,L,Human
7460,WFDC9,DRD3,L,Human
7461,WFDC9,FFAR3,LR,Human
7462,WFDC9,GPER1,LR,Human
7463,WFDC9,GPR132,LR,Human
7464,WFDC9,GPR15,LR,Human
7465,WFDC9,GPR17,LR,Human
7466,WFDC9,GPR174,LR,Human
7467,WFDC9,GPR183,LR,Human
7468,WFDC9,GPR3,LR,Human
7469,WFDC9,GPR34,LR,Human
7470,WFDC9,GPR4,LR,Human
7471,WFDC9,GPR87,LR,Human
7472,WFDC9,GRM2,L,Human
7473,WFDC9,GRM6,LR,Human
7474,WFDC9,LPAR5,LR,Human
7475,WFDC9,LTB4R,LR,Human
7476,WFDC9,LTB4R2,LR,Human
7477,WFDC9,P2RY1,LR,Human
7478,WFDC9,P2RY10,LR,Human
7479,WFDC9,P2RY11,LR,Human
7480,WFDC9,P2RY2,LR,Human
7481,WFDC9,P2RY4,LR,Human
7482,WFDC9,P2RY6,L,Human
7483,WFDC9,P2RY8,LR,Human
7484,WFDC9,PTAFR,LR,Human
7485,WFDC9,S1PR2,L,Human
7486,WFIKKN1,INSRR,LR,Human
7487,WFIKKN1,LRP1B,L,Human
7488,WFIKKN2,INSRR,R,Human
7489,WNT10A,ADGRL3,R,Human
7490,WNT10A,GRM6,R,Human
7491,WNT10A,INSRR,R,Human
7492,WNT10A,NLGN4X,R,Human
7493,WNT10A,NLGN4Y,R,Human
7494,WNT10A,SEMA6B,R,Human
7495,WNT10A,SULF1,R,Human
7496,WNT10A,SULF2,R,Human
7497,WNT10B,ADGRL3,R,Human
7498,WNT10B,GRM6,R,Human
7499,WNT10B,INSRR,R,Human
7500,WNT10B,NLGN4X,R,Human
7501,WNT10B,NLGN4Y,R,Human
7502,WNT10B,SEMA6B,R,Human
7503,WNT10B,SULF1,R,Human
7504,WNT10B,SULF2,R,Human
7505,WNT9A,ADGRL3,R,Human
7506,WNT9A,GRM6,R,Human
7507,WNT9A,INSRR,R,Human
7508,WNT9A,NLGN4X,R,Human
7509,WNT9A,NLGN4Y,R,Human
7510,WNT9A,SEMA6B,R,Human
7511,WNT9A,SULF1,R,Human
7512,WNT9A,SULF2,R,Human
7513,YBX1,ADGRL3,R,Human
7514,YBX1,GPER1,R,Human
7515,YBX1,GRM6,R,Human
7516,YBX1,INSRR,R,Human
7517,ZBED3,ADGRL3,LR,Human
7518,ZBED3,INSRR,LR,Human
7519,ZBED3,LRP1B,L,Human
7520,ZBED3,NFASC,L,Human
7521,ZBED3,PTPRD,L,Human
7522,Abhd18,Vipr1,L,Mouse
7523,Adpgk,Vipr1,L,Mouse
7524,Amtn,Vipr1,L,Mouse
7525,Apoa5,Vipr1,L,Mouse
7526,1700029I15Rik,Vipr1,L,Mouse
7527,2300009A05Rik,Vipr1,L,Mouse
7528,Gm525,Vipr1,L,Mouse
7529,E130311K13Rik,Vipr1,L,Mouse
7530,Gm94,Vipr1,L,Mouse
7531,2300002M23Rik,Vipr1,L,Mouse
7532,Cartpt,Vipr1,L,Mouse
7533,Ccdc3,Vipr1,L,Mouse
7534,Ccer2,Vipr1,L,Mouse
7535,Cdsn,Vipr1,L,Mouse
7536,Chga,Vipr1,L,Mouse
7537,Chgb,Vipr1,L,Mouse
7538,Clpsl2,Vipr1,L,Mouse
7539,Creg1,Vipr1,L,Mouse
